datum,lehrkraft_id,gruppe_id,teilnehmer_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,thema,interventions,delta_norm,delta_dichte,cosine_shift,dominanzwechsel,polaritaetswechsel,dominante_dimension_vorher,dominante_dimension_nachher,bemerkung,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
2025-11-27,1,0,4,1118,1739,Weitere Themen: eypW,"strukturierung, metakognition",0.16107869724887247,0.0528842720160001,0.01297324425212365,0,0,kognition,kognition,"kann nur weniger effektiv Lösungsstrategien für komplexe Probleme entwickeln | Nachhilfe hat in letzter Zeit vereinzelt zur Organisationsfähigkeit beigetragen | kann den eigenen Lösungsweg nur selten nachvollziehbar mündlich präsentieren | kann sein Vorwissen nur sporadisch reaktivieren, um neue Informationen besser zu verstehen | kann nur bedingt mit Stress umgehen, wenn Aufgaben schwieriger werden",0.029239167145360012,-0.10375391313501899,0.0006631136056289982,-0.012844915286570002,-0.09222512695499002,0.021544596919680026,0.07205184282543997
2025-11-27,1,0,4,1118,1740,Weitere Themen: eypW,"strukturierung, metakognition",0.1519302935464369,-2.5732561808953003,0.01154154203153257,0,0,kognition,kognition,"kann nur weniger effektiv Lösungsstrategien für komplexe Probleme entwickeln | Nachhilfe hat in letzter Zeit vereinzelt zur Organisationsfähigkeit beigetragen | kann den eigenen Lösungsweg nur selten nachvollziehbar mündlich präsentieren | kann sein Vorwissen nur sporadisch reaktivieren, um neue Informationen besser zu verstehen | kann nur bedingt mit Stress umgehen, wenn Aufgaben schwieriger werden",0.01782102422547993,0.006953779648748999,-0.0006055562417919963,-0.07571688146184002,0.09560874007038,-0.08723281912641001,0.015259796656680036
2025-09-02,1,0,6,865,1334,Weitere Themen: VorbLK,"strukturierung, metakognition",0.19583811253046615,-0.6765682861654998,0.019176428522161948,1,0,performanz,methodik,beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | bittet selten aktiv um Feedback | plant Lernaktivitäten eher selten im Voraus | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten,0.07075218336202005,-0.004097764620332997,0.061631012613062995,-0.0766709643529,0.11004073201669001,-0.08204571002540001,-0.06937307451211
2025-09-02,1,0,6,865,1335,Weitere Themen: VorbLK,"strukturierung, metakognition",0.49922425450116426,0.7077146674843999,0.12461336853215821,1,0,methodik,kognition,beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | bittet selten aktiv um Feedback | plant Lernaktivitäten eher selten im Voraus | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten,0.08693576802964997,0.21527665459187298,0.27831731448387,0.057168586556099965,-0.18754498303585004,-0.010279954078889986,-0.28162993015472
2025-09-04,1,0,8,451,731,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,"aktivierungsfragen, regelhinweise, metakognition",0.2558238042016827,1.3274358474593,0.0327230839870295,0,0,kognition,kognition,"versteht die Grundlagen des aktuellen Themas größtenteils | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | kann zur Lösung eines komplexen Problems meistens einzelne Zwischenschritte entwickeln | arbeitet durchgängig in einem angemessenen Tempo | nutzt regelmäßig Fragen, um eigenes Verständnis zu vertiefen",0.01920726324036004,-0.0013635106981809975,0.141590830159377,-0.07266600115945998,0.10901046063771996,-0.01795796302349001,-0.16595469502090998
2025-09-04,1,0,8,451,732,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,"aktivierungsfragen, regelhinweise, metakognition",0.40806473863500375,-0.9400055130478,0.08325883155689784,1,0,kognition,performanz,"versteht die Grundlagen des aktuellen Themas größtenteils | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | kann zur Lösung eines komplexen Problems meistens einzelne Zwischenschritte entwickeln | arbeitet durchgängig in einem angemessenen Tempo | nutzt regelmäßig Fragen, um eigenes Verständnis zu vertiefen",-0.17789996217171,0.027624008929495,-0.181982375248988,0.21454260935942,-0.10800464730902998,0.050210506698989965,0.20192358344654
2025-09-04,1,0,8,451,733,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,"aktivierungsfragen, regelhinweise, metakognition",0.18024735568307337,-0.7545365013723,0.016244657276161867,0,0,performanz,performanz,"versteht die Grundlagen des aktuellen Themas größtenteils | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | kann zur Lösung eines komplexen Problems meistens einzelne Zwischenschritte entwickeln | arbeitet durchgängig in einem angemessenen Tempo | nutzt regelmäßig Fragen, um eigenes Verständnis zu vertiefen",-0.09684439811166001,0.0057390625883020005,0.11831682189933798,-0.010914593378359982,0.0023256064927599795,0.08734902495985997,-0.036387850249310016
2025-09-04,1,0,8,451,734,Stochastik (Wahrscheinlichkeitsrechnung): baumdiagr,"aktivierungsfragen, regelhinweise, metakognition",0.19687784388355453,1.9342281385371,0.019380551808013236,1,0,performanz,regulation,"versteht die Grundlagen des aktuellen Themas größtenteils | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | kann zur Lösung eines komplexen Problems meistens einzelne Zwischenschritte entwickeln | arbeitet durchgängig in einem angemessenen Tempo | nutzt regelmäßig Fragen, um eigenes Verständnis zu vertiefen",0.11578118740422,0.060108214950347995,-0.029072684008199984,-0.03822995733802004,-0.0004532580041499701,-0.12308289100029995,0.06546946202369003
2025-09-08,1,0,12,1566,2926,Grundrechenarten: DezZ,"lob, metakognition",0.1378865191743085,0.6064314164783999,0.009506390180152646,1,0,performanz,kognition,"kann Gelerntes gut auf andere Fächer oder den Alltag übertragen | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | hält Fristen für Hausaufgaben und Projekte konsequent ein | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte",0.06342683109859004,0.018002259286250002,0.004669718284639995,-0.04571943862576999,0.05578213469698001,-0.09716636670739998,0.0007907084204100134
2025-09-08,1,0,12,1566,2927,Grundrechenarten: DezZ,"lob, metakognition",0.19221061654643168,-1.1886699755749,0.018472553982677997,0,0,kognition,kognition,"kann Gelerntes gut auf andere Fächer oder den Alltag übertragen | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | hält Fristen für Hausaufgaben und Projekte konsequent ein | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte",0.01392041730339999,0.127576092618238,0.11589082827613001,0.01981369057239002,-0.06675057823456004,-0.03204449251752001,-0.034201287688360005
2025-09-08,1,0,12,1566,2928,Grundrechenarten: DezZ,"lob, metakognition",0.24613751520253377,-0.39698660400020014,0.03029202536176212,0,0,kognition,kognition,"kann Gelerntes gut auf andere Fächer oder den Alltag übertragen | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | hält Fristen für Hausaufgaben und Projekte konsequent ein | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte",0.02176632779401999,0.08139556880369997,0.08358729046726998,0.03380786111455997,-0.05206561207596,-0.00811601121772998,-0.20634476136754998
2025-09-08,1,0,12,1566,2929,Grundrechenarten: DezZ,"lob, metakognition",0.5321255104461075,1.1253434151382997,0.14157958258881942,1,0,kognition,performanz,"kann Gelerntes gut auf andere Fächer oder den Alltag übertragen | konnte in den vergangenen Wochen einige neue Lernstrategien durch die Nachhilfe entwickeln | hält Fristen für Hausaufgaben und Projekte konsequent ein | zeigt überwiegend Geduld mit sich selbst und den eigenen Lernfortschritten | schlägt selten sinnvolle Übungen oder Themen vor, an denen er arbeiten möchte",-0.16273827491405002,-0.21300930205178997,-0.272455225231305,0.042298365383000025,0.018106062618169994,0.12573856712652004,0.34516927984463
2025-09-22,1,0,13,206,322,Weitere Themen: KorrLK,metakognition,0.12298889304021704,0.7093166342286001,0.007563176900426627,0,0,kognition,kognition,"versteht die Grundlagen des aktuellen Themas größtenteils | wendet die in der Nachhilfe gelernten Strategien meistens auch außerhalb der Nachhilfestunden an | ist wenig interessiert daran, neue Themen zu erkunden und zu lernen | zeigt meistens Engagement bei der Vorbereitung auf die Nachhilfestunden | Fähigkeit zum kreativen Denken ist wenig ausgeprägt",-0.03796340881226001,0.005452794960255004,0.045496420628877,0.018024638078819988,0.07539118785042997,0.014329006628929997,-0.07328950078523999
2025-09-22,1,0,13,206,323,Weitere Themen: KorrLK,metakognition,0.2149445607397945,0.45484944870860033,0.02310069414961169,0,0,kognition,kognition,"versteht die Grundlagen des aktuellen Themas größtenteils | wendet die in der Nachhilfe gelernten Strategien meistens auch außerhalb der Nachhilfestunden an | ist wenig interessiert daran, neue Themen zu erkunden und zu lernen | zeigt meistens Engagement bei der Vorbereitung auf die Nachhilfestunden | Fähigkeit zum kreativen Denken ist wenig ausgeprägt",-0.07479192785126992,0.025803233920047998,-0.06454085326349801,0.10278272956016005,-0.10279205413531001,0.0006389773620799621,0.12101693649211998
2025-09-22,1,0,13,206,324,Weitere Themen: KorrLK,metakognition,0.5657847531589099,-1.3732179011927004,0.16005709563185488,0,0,kognition,kognition,"versteht die Grundlagen des aktuellen Themas größtenteils | wendet die in der Nachhilfe gelernten Strategien meistens auch außerhalb der Nachhilfestunden an | ist wenig interessiert daran, neue Themen zu erkunden und zu lernen | zeigt meistens Engagement bei der Vorbereitung auf die Nachhilfestunden | Fähigkeit zum kreativen Denken ist wenig ausgeprägt",0.13134508482643997,0.202035885409981,0.307712571091728,-0.09505995333184003,0.028068044710850004,-0.09943895024591998,-0.38424343261843097
2025-09-22,1,0,13,206,325,Weitere Themen: KorrLK,metakognition,0.4541213759226153,-0.40874995462919994,0.10311385640884263,0,0,kognition,kognition,"versteht die Grundlagen des aktuellen Themas größtenteils | wendet die in der Nachhilfe gelernten Strategien meistens auch außerhalb der Nachhilfestunden an | ist wenig interessiert daran, neue Themen zu erkunden und zu lernen | zeigt meistens Engagement bei der Vorbereitung auf die Nachhilfestunden | Fähigkeit zum kreativen Denken ist wenig ausgeprägt",0.12548448736509998,-0.244309260725474,-0.26174479693285996,-0.17353813155161998,0.06664607988132004,-0.009046487565349981,0.16626332096909097
2025-12-01,1,0,13,1355,2241,Algebra: Rechenregeln,metakognition,0.45349057094276385,1.3301121282991,0.10282751025587977,1,0,kognition,regulation,"kann nur sporadisch den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Beteiligung am Unterricht hat sich geringfügig verbessert | hält Fristen für Hausaufgaben und Projekte nur wenig konsequent ein | eher zurückhaltend gegenüber neuen Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | kann komplexe Informationen einigermaßen verständlich mit eigenen Worten erklären",-0.29183681331476996,0.048950029823944995,-0.043673697950359996,0.2404066849933,-0.014666963210770045,0.08831547514466997,0.22443564303944002
2025-12-01,1,0,13,1355,2242,Algebra: Rechenregeln,metakognition,0.27498286805601924,-0.8244149243368,0.03780800801026174,1,0,regulation,performanz,"kann nur sporadisch den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Beteiligung am Unterricht hat sich geringfügig verbessert | hält Fristen für Hausaufgaben und Projekte nur wenig konsequent ein | eher zurückhaltend gegenüber neuen Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | kann komplexe Informationen einigermaßen verständlich mit eigenen Worten erklären",-0.01646277006050001,0.24990741350682905,-0.041184098565132006,0.02517003383731997,-0.05155102961583996,0.024120520350270014,-0.08556793129532003
2025-12-01,1,0,13,1355,2243,Algebra: Rechenregeln,metakognition,0.3946793114827513,0.13281392880450005,0.07788637368876039,1,0,performanz,kognition,"kann nur sporadisch den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Beteiligung am Unterricht hat sich geringfügig verbessert | hält Fristen für Hausaufgaben und Projekte nur wenig konsequent ein | eher zurückhaltend gegenüber neuen Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | kann komplexe Informationen einigermaßen verständlich mit eigenen Worten erklären",0.18479963886373996,-0.20696158670024,0.216301982380422,-0.14429048524428,0.04696313168627997,-0.07157164723133003,-0.06207596861853998
2025-12-01,1,0,13,1355,2244,Algebra: Rechenregeln,metakognition,0.34387716144173097,0.5696035447252998,0.059126090761410954,0,0,kognition,kognition,"kann nur sporadisch den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Beteiligung am Unterricht hat sich geringfügig verbessert | hält Fristen für Hausaufgaben und Projekte nur wenig konsequent ein | eher zurückhaltend gegenüber neuen Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | kann komplexe Informationen einigermaßen verständlich mit eigenen Worten erklären",-0.08266361113700993,-0.25027951787223,-0.18469196060117,0.006416488343330029,0.03362306492148004,0.02626497261652,0.11316245655707002
2025-12-01,1,0,13,1355,2245,Algebra: Rechenregeln,metakognition,0.2845914540971591,-0.0020378730498000763,0.040496361675181336,0,0,kognition,kognition,"kann nur sporadisch den Operatoren der Aufgabenstellung entsprechend eine Antwort formulieren | Beteiligung am Unterricht hat sich geringfügig verbessert | hält Fristen für Hausaufgaben und Projekte nur wenig konsequent ein | eher zurückhaltend gegenüber neuen Strategien oder Herangehensweisen beim Lernen, besonders nach Misserfolgen | kann komplexe Informationen einigermaßen verständlich mit eigenen Worten erklären",0.12532654854823,0.1509479748526759,0.09811044732409999,-0.08406531229241002,-0.0010490003035400486,0.00759841983192,-0.16046428846153005
2025-11-05,1,0,15,350,504,Geometrie: komplÜ,"lob, metakognition",0.3994479770302908,0.37446009616169995,0.07978011361258475,0,0,kognition,kognition,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | Vorbereitung auf anstehende Tests hat sich verbessert | kann nur wenig geschickt zwischen Aufgaben wechseln, die unterschiedliche Lernbereiche abdecken | kann gut nach einem festgelegten Zeitplan lernen | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | nM QuadGl",0.14002440564981,-0.08860072477821601,-0.23240348038344,-0.2374229295872,0.14542067357592997,0.0033513181940399983,0.023713601998950007
2025-11-05,1,0,15,350,505,Geometrie: komplÜ,"lob, metakognition",0.3764861707607558,0.28029728113419994,0.07087150724714109,1,0,kognition,performanz,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | Vorbereitung auf anstehende Tests hat sich verbessert | kann nur wenig geschickt zwischen Aufgaben wechseln, die unterschiedliche Lernbereiche abdecken | kann gut nach einem festgelegten Zeitplan lernen | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | nM QuadGl",-0.20260957104412997,0.007364828455451999,0.04986197386916,0.12618729119825003,-0.18106887332984,0.18449978300334996,0.12410238548042002
2025-11-05,1,0,15,350,506,Geometrie: komplÜ,"lob, metakognition",0.4887375268430423,0.012441565687400402,0.11943311757497987,1,0,performanz,motivation,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | Vorbereitung auf anstehende Tests hat sich verbessert | kann nur wenig geschickt zwischen Aufgaben wechseln, die unterschiedliche Lernbereiche abdecken | kann gut nach einem festgelegten Zeitplan lernen | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | nM QuadGl",-0.09237264618550001,0.35834104045181403,-0.196036563748784,0.09588345127344,0.07110470077754,-0.21637276620209994,0.04925789406891001
2025-12-10,1,0,15,1185,1876,Quadratische Funktion/Gleichung: Üb,ohne_klassifizierte_intervention,0.35383287218640685,1.8467334549976995,0.0625992363070953,1,0,motivation,performanz,"kann erlerntes Wissen bei unangekündigten Tests weniger zuverlässig abrufen | erledigt seine Hausaufgaben, die er durch die Nachhilfe erhält, teilweise zuverlässig | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | versucht sich nur vereinzelt erneut an Aufgaben, mit denen es kurz zuvor Probleme gab | erledigt die Haus- oder Übungsaufgaben wenig zuverlässig",0.08554056787690001,-0.21527115031573002,0.249577959234604,-0.04720546930563002,-0.008935416369399984,0.07980522916617,-0.02392935838438004
2025-12-10,1,0,15,1185,1878,Quadratische Funktion/Gleichung: Üb,ohne_klassifizierte_intervention,0.36648256846235766,-1.3904581124229995,0.0671551106842484,1,0,performanz,regulation,"kann erlerntes Wissen bei unangekündigten Tests weniger zuverlässig abrufen | erledigt seine Hausaufgaben, die er durch die Nachhilfe erhält, teilweise zuverlässig | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | versucht sich nur vereinzelt erneut an Aufgaben, mit denen es kurz zuvor Probleme gab | erledigt die Haus- oder Übungsaufgaben wenig zuverlässig",-0.10028142070088003,0.17747167633541,-0.262003464695751,0.047982577156280015,0.06490881497792,-0.12327565375458999,0.04897682568403
2025-12-10,1,0,15,1185,1879,Quadratische Funktion/Gleichung: Üb,ohne_klassifizierte_intervention,0.6613758844984025,-1.1837641626470001,0.2187109419769624,1,0,regulation,motivation,"kann erlerntes Wissen bei unangekündigten Tests weniger zuverlässig abrufen | erledigt seine Hausaufgaben, die er durch die Nachhilfe erhält, teilweise zuverlässig | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | versucht sich nur vereinzelt erneut an Aufgaben, mit denen es kurz zuvor Probleme gab | erledigt die Haus- oder Übungsaufgaben wenig zuverlässig",0.13442722546229002,0.08034038284585998,0.480324516868861,0.015267854498249966,-0.16683475691448002,-0.09200246936598,-0.38164088507954597
2025-10-22,1,0,18,1745,3226,Stochastik (Wahrscheinlichkeitsrechnung): ABlatt,metakognition,0.33813737678479155,2.8197519769223005,0.05716886469040461,0,0,kognition,kognition,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | Fähigkeit zum Verstehen und Analysieren komplexer Sachverhalte hat sich über die letzten Wochen verbessert | reagiert eher zurückhaltend auf neue Herausforderungen | strebt nur gelegentlich danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll)",0.03501601976812008,-0.078008646248241,-0.21635198738314002,-0.15658307802044996,0.08884658956405,0.03901204686154003,0.16212130028017002
2025-10-22,1,0,18,1745,3227,Stochastik (Wahrscheinlichkeitsrechnung): ABlatt,metakognition,0.17867420426582167,-1.5643285713434003,0.01596232002779041,0,0,kognition,kognition,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | Fähigkeit zum Verstehen und Analysieren komplexer Sachverhalte hat sich über die letzten Wochen verbessert | reagiert eher zurückhaltend auf neue Herausforderungen | strebt nur gelegentlich danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll)",-0.012632703284290003,-0.13847403518978899,-0.03605757733932999,-0.041820636603429995,0.01809233743215999,-0.055504438677480006,0.07831115974018998
2025-10-22,1,0,18,1745,3228,Stochastik (Wahrscheinlichkeitsrechnung): ABlatt,metakognition,0.5452135228889998,0.16862657713139972,0.1486298107652635,1,0,kognition,motivation,"kann mittlerweile zuvor schwierige Aufgaben teilweise bewältigen | Fähigkeit zum Verstehen und Analysieren komplexer Sachverhalte hat sich über die letzten Wochen verbessert | reagiert eher zurückhaltend auf neue Herausforderungen | strebt nur gelegentlich danach, Aufgaben selbstständig, also ohne Hilfe, zu lösen | verhält sich offen, wenn die Lehrkraft über Rückschläge sprechen will (bzw. wenn er selbst darüber sprechen soll)",-0.13378628723432007,0.41675861150909,0.22675833258897998,0.16834688225125,-0.12081357693729,0.0002191506638800078,-0.10637336161116001
